-1.422162167727947235e-02,-9.857475757598876953e-03
-1.348917838186025620e-02,-9.247106499969959259e-03
-1.376384403556585312e-02,-9.796438738703727722e-03
-1.300088223069906235e-02,-9.735402651131153107e-03
-1.394695509225130081e-02,-9.308143518865108490e-03
-1.379436254501342773e-02,-9.155550971627235413e-03
-1.443525124341249466e-02,-9.399699047207832336e-03
-1.336710434406995773e-02,-9.247106499969959259e-03
-1.351969689130783081e-02,-9.949031285941600800e-03
-1.345865987241268158e-02,-9.460736066102981567e-03
-1.312295626848936081e-02,-8.819847367703914642e-03
-1.358073391020298004e-02,-9.582810103893280029e-03
-1.394695509225130081e-02,-9.613328613340854645e-03
-1.385539956390857697e-02,-9.094513952732086182e-03
-1.367228850722312927e-02,-9.582810103893280029e-03
-1.312295626848936081e-02,-8.850365877151489258e-03
-1.355021540075540543e-02,-9.155550971627235413e-03
-1.364177092909812927e-02,-9.308143518865108490e-03
-1.306191924959421158e-02,-9.491254575550556183e-03
-1.416058465838432312e-02,-9.491254575550556183e-03
-1.474043633788824081e-02,-8.636736311018466949e-03
-1.553391758352518082e-02,-8.911402896046638489e-03
-1.397747360169887543e-02,-9.002958424389362335e-03
-1.425214018672704697e-02,-1.004058681428432465e-02
-1.565599068999290466e-02,-1.001006830483675003e-02
-1.376384403556585312e-02,-9.216587990522384644e-03
-1.406902913004159927e-02,-9.491254575550556183e-03
-1.483199186623096466e-02,-9.033476933836936951e-03
-1.361125241965055466e-02,-9.704884141683578491e-03
-1.358073391020298004e-02,-9.216587990522384644e-03
-1.519821397960186005e-02,-9.186069481074810028e-03
-1.428265869617462158e-02,-9.582810103893280029e-03
-1.361125241965055466e-02,-8.880884386599063873e-03
-1.437421422451734543e-02,-9.277625009417533875e-03
-1.385539956390857697e-02,-8.514662273228168488e-03
-1.480147335678339005e-02,-9.430217556655406952e-03
-1.339762285351753235e-02,-8.911402896046638489e-03
-1.330606732517480850e-02,-9.186069481074810028e-03
-1.419110316783189774e-02,-9.521773084998130798e-03
-1.403851062059402466e-02,-9.735402651131153107e-03
-1.416058465838432312e-02,-8.911402896046638489e-03
-1.388591807335615158e-02,-9.033476933836936951e-03
-1.477095484733581543e-02,-9.857475757598876953e-03
-1.367228850722312927e-02,-9.491254575550556183e-03
-1.306191924959421158e-02,-9.369180537760257721e-03
-1.260414160788059235e-02,-9.216587990522384644e-03
-1.315347477793693542e-02,-9.369180537760257721e-03
-1.385539956390857697e-02,-8.758810348808765411e-03
-1.416058465838432312e-02,-8.972439914941787720e-03
-1.312295626848936081e-02,-8.819847367703914642e-03
-1.214636396616697311e-02,-8.362069725990295410e-03
-1.336710434406995773e-02,-8.606217801570892334e-03
-1.290932670235633850e-02,-8.697773329913616180e-03
-1.214636396616697311e-02,-8.880884386599063873e-03
-1.367228850722312927e-02,-8.850365877151489258e-03
-1.345865987241268158e-02,-9.765921160578727722e-03
-1.358073391020298004e-02,-9.216587990522384644e-03
-1.370280701667070389e-02,-9.369180537760257721e-03
-1.348917838186025620e-02,-1.022369787096977234e-02
-1.251258607953786850e-02,-9.521773084998130798e-03
-1.413006614893674850e-02,-9.155550971627235413e-03
-1.409954763948917389e-02,-8.911402896046638489e-03
-1.312295626848936081e-02,-9.735402651131153107e-03
-1.290932670235633850e-02,-9.491254575550556183e-03
-1.263466011732816696e-02,-8.667254820466041565e-03
-1.351969689130783081e-02,-9.063995443284511566e-03
-1.413006614893674850e-02,-9.002958424389362335e-03
-1.397747360169887543e-02,-8.972439914941787720e-03
-1.321451179683208466e-02,-9.155550971627235413e-03
-1.394695509225130081e-02,-9.155550971627235413e-03
-1.327554881572723389e-02,-9.155550971627235413e-03
-1.242103055119514465e-02,-9.796438738703727722e-03
-1.333658583462238312e-02,-9.186069481074810028e-03
-1.388591807335615158e-02,-8.178958669304847717e-03
